Key,Description,en,it
AH-94:ah94-quickFlight_mp:flightPractice:obj_9:info,Mission objective info.,Land on the rooftop in the next city.,
AH-94:ah94-quickFlight_mp:flightPractice:obj_10:name,A mission objective name,Cruiser,
AH-94:ah94-quickFlight_mp:flightPractice:obj_10:info,Mission objective info.,Land on the cruiser deck.,
ah94-quickFlight_mp:smallArms_name,Name of a mission.,Small Arms,
ah94-quickFlight_mp:smallArms_description,Description of a mission.,Attack lightly defended enemy encampments.,
AH-94:ah94-quickFlight_mp:smallArms:obj_0:name,A mission objective name,Target Outpost A,
AH-94:ah94-quickFlight_mp:smallArms:obj_0:info,Mission objective info.,Destroy all units at the waypoint.,
AH-94:ah94-quickFlight_mp:smallArms:obj_1:name,A mission objective name,Target Outpost B,
AH-94:ah94-quickFlight_mp:smallArms:obj_1:info,Mission objective info.,Destroy all units at the waypoint.,
AH-94:ah94-quickFlight_mp:smallArms:obj_2:name,A mission objective name,Recon,
AH-94:ah94-quickFlight_mp:smallArms:obj_2:info,Mission objective info.,Fly to the designated area.,
AH-94:ah94-quickFlight_mp:smallArms:obj_3:name,A mission objective name,Find Targets,
AH-94:ah94-quickFlight_mp:smallArms:obj_3:info,Mission objective info.,Use TADS to get an ID on targets in the area.,
AH-94:ah94-quickFlight_mp:smallArms:obj_4:name,A mission objective name,Destroy Radar,
AH-94:ah94-quickFlight_mp:smallArms:obj_4:info,Mission objective info.,Destroy the radar on the mountain site.,
AH-94:ah94-quickFlight_mp:smallArms:obj_5:name,A mission objective name,RTB,
AH-94:ah94-quickFlight_mp:smallArms:obj_5:info,Mission objective info.,Land anywhere at base.,
ah94-quickFlight_mp:surpriseAttack_name,Name of a mission.,Surprise Attack,
ah94-quickFlight_mp:surpriseAttack_description,Description of a mission.,Surprise the enemy with a quick and sneaky attack on their airbase.,
AH-94:ah94-quickFlight_mp:surpriseAttack:obj_0:name,A mission objective name,Destroy Aircraft,
AH-94:ah94-quickFlight_mp:surpriseAttack:obj_0:info,Mission objective info.,Wait for bomber to land then destroy the aircraft before they take off!,
AH-94:ah94-quickFlight_mp:surpriseAttack:obj_1:name,A mission objective name,RTB,
AH-94:ah94-quickFlight_mp:surpriseAttack:obj_1:info,Mission objective info.,Return to the FARP.,
ah94-quickFlight_mp:Target Practice_name,Name of a mission.,Target Practice,
ah94-quickFlight_mp:Target Practice_description,Description of a mission.,Practice using the AH-94's weapons on various targets.,
AH-94:ah94-quickFlight_mp:Target Practice:obj_0:name,A mission objective name,Beach Targets,
AH-94:ah94-quickFlight_mp:Target Practice:obj_0:info,Mission objective info.,Destroy the stationary targets at the beach.,
AH-94:ah94-quickFlight_mp:Target Practice:obj_1:name,A mission objective name,Downtown MAD Targets,
AH-94:ah94-quickFlight_mp:Target Practice:obj_1:info,Mission objective info.,Destroy the MAD-4 launchers stationed between the skyscrapers.,
AH-94:ah94-quickFlight_mp:Target Practice:obj_2:name,A mission objective name,Moving Targets 1,
AH-94:ah94-quickFlight_mp:Target Practice:obj_2:info,Mission objective info.,Destroy the column of tanks driving around the suburbs.,
AH-94:ah94-quickFlight_mp:Target Practice:obj_3:name,A mission objective name,Moving Targets 2,
AH-94:ah94-quickFlight_mp:Target Practice:obj_3:info,Mission objective info.,Destroy the column of tanks driving around downtown.,
AH-94:ah94-quickFlight_mp:Target Practice:obj_4:name,A mission objective name,Oil Platform Targets,
AH-94:ah94-quickFlight_mp:Target Practice:obj_4:info,Mission objective info.,Neutralize the soldiers occupying the oil platform.,
AH-94:ah94-quickFlight_mp:Target Practice:obj_5:name,A mission objective name,Destroy Boats,
AH-94:ah94-quickFlight_mp:Target Practice:obj_5:info,Mission objective info.,Destroy the boats in the channel.,
AH-94:ah94-quickFlight_mp:Target Practice:obj_7:name,A mission objective name,Destroy Air Targets,
AH-94:ah94-quickFlight_mp:Target Practice:obj_7:info,Mission objective info.,Destroy the air targets patrolling the channel.,
ah94-quickFlight_mp_ah94_mpFreeFlight_b0,Text from a mission briefing.,"Free Flight

- No objectives",
ah94-quickFlight_mp_arcticAssault_b0,Text from a mission briefing.,"We're in the final stages of the assault on the enemy base.

We have the enemy right where we want them -- a small valley within range of our artillery.",
ah94-quickFlight_mp_arcticAssault_b1,Text from a mission briefing.,"We'll begin firing rocket artillery and need you to scout out the enemy position to confirm their destruction.

Your job will be to clean up any targets that remain after the artillery barrage.",
ah94-quickFlight_mp_arcticAssault_b2,Text from a mission briefing.,"Once the main enemy battalion has been destroyed, we'll have you scout out and destroy a few other secondary targets to support our ground forces and clear the way for our bombers.",
ah94-quickFlight_mp_arcticAssault_b3,Text from a mission briefing.,Your role is crucial in this final push towards victory. Good luck!,
ah94-quickFlight_mp_flightPractice_b0,Text from a mission briefing.,Practice taking off and landing in various locations.,
ah94-quickFlight_mp_flightPractice_b1,Text from a mission briefing.,Just follow each waypoint. Can you make each landing smoother or more efficient than the last?,
ah94-quickFlight_mp_flightPractice_b2,Text from a mission briefing.,Finish the mission by landing on the moving cruiser's deck.,
ah94-quickFlight_mp_smallArms_b0,Text from a mission briefing.,"Welcome!

I know you've been itching for a bit of action so I have a few tasks lined up for you today.

Let's get started.",
ah94-quickFlight_mp_smallArms_b1,Text from a mission briefing.,"A huge mountain range divides us from the enemy territory, so we usually don't get too much activity in the area.

Recently we began spotting small groups passing through and setting up small camps on our side of the ridge.",
ah94-quickFlight_mp_smallArms_b2,Text from a mission briefing.,"They appear to be setting up forward operating bases to service their VTOL capable attack aircraft.

They are still early in the preparation stage so we should attack now before they get too fortified.",
ah94-quickFlight_mp_smallArms_b3,Text from a mission briefing.,"We currently have positive intel on two camps.  We know where they are, and that they're only equipped with small arms, so this should be a breeze for you.

Their locations are available in the objective data.",
ah94-quickFlight_mp_smallArms_b4,Text from a mission briefing.,"After you clear out those sites, there will be one more matter we need to look into.  

We are aware of transport activity in the high mountain region so we'll have you go and perform some recon.  Be sure to bring enough fuel.",
ah94-quickFlight_mp_smallArms_b5,Text from a mission briefing.,"Absolutely never go beyond the mountain range and into the plains.

Beyond that point is the enemy territory which is heavily defended by long range air defenses and fighters.",
ah94-quickFlight_mp_smallArms_b6,Text from a mission briefing.,"Summary
 Objectives
 - Destroy all targets at sites A and B
 - Perform recon in the high mountains
 Threats
 - Small arms fire
- MANPADS",
ah94-quickFlight_mp_surpriseAttack_b0,Text from a mission briefing.,"For this mission, you will need to act quickly and quietly.

The enemy plans to launch several groups of aircraft from their base.

Your objective is to destroy all of these aircraft before they take off.",
ah94-quickFlight_mp_surpriseAttack_b1,Text from a mission briefing.,"You will be taking off from a forward arming and refueling point (FARP) about 30 miles from the target.

Fly low and make your way to the to the airbase undetected.",
ah94-quickFlight_mp_surpriseAttack_b2,Text from a mission briefing.,"A bomber is inbound to land at the airbase.  After it lands, the enemy fighters will begin to take off.  

You will have this window to strike while all aircraft are still on the ground.",
ah94-quickFlight_mp_surpriseAttack_b3,Text from a mission briefing.,"Beware that if they spot you before you are ready to attack, they may launch preemptively to defend themselves.",
ah94-quickFlight_mp_surpriseAttack_b4,Text from a mission briefing.,"SUMMARY

Primary Targets:
- Landed aircraft

Threats:
- IR guided SAMs
- Small arms fire
- AAA",
ah94-quickFlight_mp_Target Practice_b0,Text from a mission briefing.,"Practice using the AH-94's weapons on various targets.

Targets will not shoot back so take your time to learn the equipment.

Check the objectives data to find targets.",
:example1_name,Name of a mission.,Dangerous Transport,
:example1_description,Description of a mission.,Example AV-42C scenario.,
AV-42C::example1:obj_0:name,A mission objective name,Pick-up,
AV-42C::example1:obj_0:info,Mission objective info.,Pick up the soldiers at the waypoint.,
AV-42C::example1:obj_1:name,A mission objective name,Drop Off,
AV-42C::example1:obj_1:info,Mission objective info.,Transport the soldiers to the objective waypoint.,
AV-42C::example1:obj_2:name,A mission objective name,CAS,
AV-42C::example1:obj_2:info,Mission objective info.,Destroy the enemy units on the road towards our soldiers.,
AV-42C::example1:obj_3:name,A mission objective name,RTB,
AV-42C::example1:obj_3:info,Mission objective info.,Return to the carrier.,
AV-42C::example1:obj_4:name,A mission objective name,Clear LZ,
AV-42C::example1:obj_4:info,Mission objective info.,Destroy the units in the city by the landing zone.,
:hmap2Test_name,Name of a mission.,Large Map Test,
:hmap2Test_description,Description of a mission.,Strike enemy artillery. This mission is intended to test the performance of a large custom map.,
F/A-26B::hmap2Test:obj_0:name,A mission objective name,Patrol,
F/A-26B::hmap2Test:obj_0:info,Mission objective info.,"Form up with your air group and fly the patrol path, MSN-1",
F/A-26B::hmap2Test:obj_1:name,A mission objective name,Strike,
F/A-26B::hmap2Test:obj_1:info,Mission objective info.,Destroy the five artillery vehicles.,
F/A-26B::hmap2Test:obj_2:name,A mission objective name,RTB,
F/A-26B::hmap2Test:obj_2:info,Mission objective info.,Return to base.,
setting_Interactable Tooltips,The name of a game option.,Interactable Tooltips,
settingDescription_Interactable Tooltips,The description of a game option.,Show names of interactable objects when hovering over them.,
setting_Unit Icons,The name of a game option.,Unit Icons,
settingDescription_Unit Icons,The description of a game option.,Show team-colored icons on units.,
setting_Body Physics,The name of a game option.,Body Physics,
settingDescription_Body Physics,The description of a game option.,Pilot body is affected by g-forces. Nausea risk.,
setting_Experimental Wind,The name of a game option.,Experimental Wind,
settingDescription_Experimental Wind,The description of a game option.,EXPERIMENTAL: Dynamic wind up to 30 knots. Just a test!,
setting_Tree Collisions,The name of a game option.,Tree Collisions,
settingDescription_Tree Collisions,The description of a game option.,Player vehicle can collide with trees.,
setting_Tailhook Physics,The name of a game option.,Tailhook Physics,
settingDescription_Tailhook Physics,The description of a game option.,"Arrestor hook will collide with surface, bouncing and skipping slightly. Increased difficulty.",
setting_Persistent S-Cam,The name of a game option.,Persistent S-Cam,
settingDescription_Persistent S-Cam,The description of a game option.,"Start each mission with the spectator camera enabled, if it was enabled on the previous flight.",
setting_Bobblehead,The name of a game option.,Bobblehead,
settingDescription_Bobblehead,The description of a game option.,Show the BD bobblehead in the cockpit.,
setting_Thumbstick Mode,The name of a game option.,Thumbstick Mode,
settingDescription_Thumbstick Mode,The description of a game option.,Use controller thumbstick instead of touch-pad.,
setting_Thumb Control Rudder,The name of a game option.,Thumb Control Rudder,
settingDescription_Thumb Control Rudder,The description of a game option.,Use throttle thumb control for rudder instead of joystick-twist.,
setting_Hardware Control Rudder,The name of a game option.,Hardware Control Rudder,
settingDescription_Hardware Control Rudder,The description of a game option.,Use hardware (rudder pedals) for rudder. Overrides other settings.,
setting_Toggle Grip,The name of a game option.,Toggle Grip,
settingDescription_Toggle Grip,The description of a game option.,Allow toggling throttle/joystick grip by tapping grip button. Holding grip button still allows releasing after letting go.,
setting_Flight Control Haptics,The name of a game option.,Flight Control Haptics,
settingDescription_Flight Control Haptics,The description of a game option.,Set the intensity of joystick/throttle haptic feedback.,
setting_Hide FPV Helmet,The name of a game option.,Hide FPV Helmet,
settingDescription_Hide FPV Helmet,The description of a game option.,Don't show the pilot helmet from first person view.,
setting_Fullscreen NVG,The name of a game option.,Fullscreen NVG,
settingDescription_Fullscreen NVG,The description of a game option.,Apply NVG effect to full field of view.,
setting_Multi-Display Mode,The name of a game option.,Multi-Display Mode,
settingDescription_Multi-Display Mode,The description of a game option.,Display spectator camera on the second display.,
setting_BGM Volume,The name of a game option.,BGM Volume,
settingDescription_BGM Volume,The description of a game option.,The volume of background music in menus and missions.,
setting_Voice Volume,The name of a game option.,Voice Volume,
settingDescription_Voice Volume,The description of a game option.,The volume of incoming unfiltered voice chat.,
setting_Skeleton Fingers,The name of a game option.,Skeleton Fingers,
settingDescription_Skeleton Fingers,The description of a game option.,Animate hand poses using SteamVR's skeleton poses feature. Recommended for Index controllers only.,
setting_Test Quicksave,The name of a game option.,Test Quicksave,
settingDescription_Test Quicksave,The description of a game option.,Opt-in to test the quicksave/load feature. Please report issues to developer.,
setting_Cloud Diagnostics,The name of a game option.,Cloud Diagnostics,
settingDescription_Cloud Diagnostics,The description of a game option.,Opt-in to allow anonymous error reports to be automatically sent to the developer.,
setting_Persistent Seat Position,The name of a game option.,Persistent Seat Position,
settingDescription_Persistent Seat Position,The description of a game option.,Attempt to recall the seated position when starting the game.,
pilotSelect_totalFlightTime,Title for label showing the player's total flight time.,Total Flight Time,
